(0, 0.0, 0, 'dark_water'),
(30, 0.0, 0, 'dark_water'),
(60, 0.0, 0, 'dark_water'),
(90, 0.0, 0, 'dark_water'),
(120, 0.0, 0, 'dark_water'),
(150, 0.0, 0, 'dark_water'),
(180, 0.0, 0, 'dark_water'),
(15.0, 8.6, 0, 'dark_water'),
(45.0, 8.6, 0, 'dark_water'),
(75.0, 8.6, 0, 'dark_water'),
(105.0, 8.6, 13.018720149993896, 'water'),
(135.0, 8.6, 0, 'dark_water'),
(165.0, 8.6, 0, 'dark_water'),
(195.0, 8.6, 0, 'dark_water'),
(0, 17.2, 0, 'dark_water'),
(30, 17.2, 0, 'dark_water'),
(60, 17.2, 0, 'dark_water'),
(90, 17.2, 29.366869926452637, 'grass'),
(120, 17.2, 15.076872110366821, 'water'),
(150, 17.2, 0, 'dark_water'),
(180, 17.2, 0, 'dark_water'),
(15.0, 25.799999999999997, 0, 'dark_water'),
(45.0, 25.799999999999997, 0, 'dark_water'),
(75.0, 25.799999999999997, 33.482115268707275, 'grass'),
(105.0, 25.799999999999997, 39.60487961769104, 'grass'),
(135.0, 25.799999999999997, 22.692750692367554, 'sand'),
(165.0, 25.799999999999997, 0, 'dark_water'),
(195.0, 25.799999999999997, 0, 'dark_water'),
(0, 34.4, 0, 'dark_water'),
(30, 34.4, 0, 'dark_water'),
(60, 34.4, 34.00699853897095, 'grass'),
(90, 34.4, 48.8374400138855, 'dark_grass'),
(120, 34.4, 43.47701668739319, 'dark_grass'),
(150, 34.4, 21.05086326599121, 'sand'),
(180, 34.4, 0, 'dark_water'),
(15.0, 43.0, 0, 'dark_water'),
(45.0, 43.0, 26.611332893371582, 'grass'),
(75.0, 43.0, 49.690396785736084, 'dark_grass'),
(105.0, 43.0, 53.21826696395874, 'dark_grass'),
(135.0, 43.0, 46.14759564399719, 'dark_grass'),
(165.0, 43.0, 10.12415885925293, 'water'),
(195.0, 43.0, 0, 'dark_water'),
(0, 51.599999999999994, 0, 'dark_water'),
(30, 51.599999999999994, 18.259541988372803, 'water'),
(60, 51.599999999999994, 50.807785391807556, 'dark_grass'),
(90, 51.599999999999994, 58.73685121536255, 'dark_grass'),
(120, 51.599999999999994, 53.02740812301636, 'dark_grass'),
(150, 51.599999999999994, 37.43840575218201, 'grass'),
(180, 51.599999999999994, 0, 'dark_water'),
(15.0, 60.199999999999996, 0, 'dark_water'),
(45.0, 60.199999999999996, 47.696165442466736, 'dark_grass'),
(75.0, 60.199999999999996, 65.56314155459404, 'rocky'),
(105.0, 60.199999999999996, 66.31478011608124, 'rocky'),
(135.0, 60.199999999999996, 61.25045835971832, 'rocky'),
(165.0, 60.199999999999996, 24.240424633026123, 'sand'),
(195.0, 60.199999999999996, 0, 'dark_water'),
(0, 68.8, 0, 'dark_water'),
(30, 68.8, 21.382691860198975, 'sand'),
(60, 68.8, 65.19984841346741, 'rocky'),
(90, 68.8, 71.93269349634647, 'snowy'),
(120, 68.8, 70.21808445453644, 'snowy'),
(150, 68.8, 44.872069358825684, 'dark_grass'),
(180, 68.8, 0, 'dark_water'),
(15.0, 77.39999999999999, 0, 'dark_water'),
(45.0, 77.39999999999999, 56.92972719669342, 'dark_grass'),
(75.0, 77.39999999999999, 78.59141483902931, 'snowy'),
(105.0, 77.39999999999999, 72.47086029499769, 'snowy'),
(135.0, 77.39999999999999, 58.86430263519287, 'dark_grass'),
(165.0, 77.39999999999999, 15.920870304107666, 'water'),
(195.0, 77.39999999999999, 0, 'dark_water'),
(0, 86.0, 0, 'dark_water'),
(30, 86.0, 30.416847467422485, 'grass'),
(60, 86.0, 77.53737553954124, 'snowy'),
(90, 86.0, 73.96973392926157, 'snowy'),
(120, 86.0, 65.94974979758263, 'rocky'),
(150, 86.0, 37.10206747055054, 'grass'),
(180, 86.0, 0, 'dark_water'),
(15.0, 94.6, 0, 'dark_water'),
(45.0, 94.6, 68.86479914188385, 'rocky'),
(75.0, 94.6, 78.82344882935286, 'snowy'),
(105.0, 94.6, 71.98950924910605, 'snowy'),
(135.0, 94.6, 50.98667621612549, 'dark_grass'),
(165.0, 94.6, 12.008121013641357, 'water'),
(195.0, 94.6, 0, 'dark_water'),
(0, 103.19999999999999, 0, 'dark_water'),
(30, 103.19999999999999, 30.95234513282776, 'grass'),
(60, 103.19999999999999, 81.79509356617928, 'snowy'),
(90, 103.19999999999999, 76.19019150501117, 'snowy'),
(120, 103.19999999999999, 62.39543192088604, 'rocky'),
(150, 103.19999999999999, 39.41594839096069, 'grass'),
(180, 103.19999999999999, 0, 'dark_water'),
(15.0, 111.8, 0, 'dark_water'),
(45.0, 111.8, 60.39559185504913, 'rocky'),
(75.0, 111.8, 71.37830816209316, 'snowy'),
(105.0, 111.8, 71.88840145245194, 'snowy'),
(135.0, 111.8, 51.326483488082886, 'dark_grass'),
(165.0, 111.8, 8.686062097549438, 'dark_water'),
(195.0, 111.8, 0, 'dark_water'),
(0, 120.39999999999999, 0, 'dark_water'),
(30, 120.39999999999999, 24.21582341194153, 'sand'),
(60, 120.39999999999999, 62.23247855901718, 'rocky'),
(90, 120.39999999999999, 73.00822120159864, 'snowy'),
(120, 120.39999999999999, 59.97155338525772, 'dark_grass'),
(150, 120.39999999999999, 38.38789343833923, 'grass'),
(180, 120.39999999999999, 0, 'dark_water'),
(15.0, 129.0, 0, 'dark_water'),
(45.0, 129.0, 35.22490203380585, 'grass'),
(75.0, 129.0, 64.25926387310028, 'rocky'),
(105.0, 129.0, 71.59090295433998, 'snowy'),
(135.0, 129.0, 50.486435294151306, 'dark_grass'),
(165.0, 129.0, 6.671994924545288, 'dark_water'),
(195.0, 129.0, 0, 'dark_water'),
(0, 137.6, 0, 'dark_water'),
(30, 137.6, 4.661908149719238, 'dark_water'),
(60, 137.6, 36.868146657943726, 'grass'),
(90, 137.6, 64.6804529428482, 'rocky'),
(120, 137.6, 52.34984815120697, 'dark_grass'),
(150, 137.6, 30.769593715667725, 'grass'),
(180, 137.6, 0, 'dark_water'),
(15.0, 146.2, 0, 'dark_water'),
(45.0, 146.2, 8.294456005096436, 'dark_water'),
(75.0, 146.2, 47.24266469478607, 'dark_grass'),
(105.0, 146.2, 58.509617149829865, 'dark_grass'),
(135.0, 146.2, 38.808515667915344, 'grass'),
(165.0, 146.2, 0, 'dark_water'),
(195.0, 146.2, 0, 'dark_water'),
(0, 154.79999999999998, 0, 'dark_water'),
(30, 154.79999999999998, 0, 'dark_water'),
(60, 154.79999999999998, 17.740083932876587, 'water'),
(90, 154.79999999999998, 45.50370275974274, 'dark_grass'),
(120, 154.79999999999998, 39.36125457286835, 'grass'),
(150, 154.79999999999998, 14.978199005126953, 'water'),
(180, 154.79999999999998, 0, 'dark_water'),
(15.0, 163.4, 0, 'dark_water'),
(45.0, 163.4, 0, 'dark_water'),
(75.0, 163.4, 26.330283880233765, 'grass'),
(105.0, 163.4, 35.688525438308716, 'grass'),
(135.0, 163.4, 20.324649810791016, 'sand'),
(165.0, 163.4, 0, 'dark_water'),
(195.0, 163.4, 0, 'dark_water'),
(0, 172.0, 0, 'dark_water'),
(30, 172.0, 0, 'dark_water'),
(60, 172.0, 0, 'dark_water'),
(90, 172.0, 20.23112654685974, 'sand'),
(120, 172.0, 21.354228258132935, 'sand'),
(150, 172.0, 0, 'dark_water'),
(180, 172.0, 0, 'dark_water'),
(15.0, 180.6, 0, 'dark_water'),
(45.0, 180.6, 0, 'dark_water'),
(75.0, 180.6, 0, 'dark_water'),
(105.0, 180.6, 9.23799991607666, 'dark_water'),
(135.0, 180.6, 0, 'dark_water'),
(165.0, 180.6, 0, 'dark_water'),
(195.0, 180.6, 0, 'dark_water'),
(0, 189.2, 0, 'dark_water'),
(30, 189.2, 0, 'dark_water'),
(60, 189.2, 0, 'dark_water'),
(90, 189.2, 0, 'dark_water'),
(120, 189.2, 0, 'dark_water'),
(150, 189.2, 0, 'dark_water'),
(180, 189.2, 0, 'dark_water'),
(15.0, 197.79999999999998, 0, 'dark_water'),
(45.0, 197.79999999999998, 0, 'dark_water'),
(75.0, 197.79999999999998, 0, 'dark_water'),
(105.0, 197.79999999999998, 0, 'dark_water'),
(135.0, 197.79999999999998, 0, 'dark_water'),
(165.0, 197.79999999999998, 0, 'dark_water'),
(195.0, 197.79999999999998, 0, 'dark_water'),
(0, 206.39999999999998, 0, 'dark_water'),
(30, 206.39999999999998, 0, 'dark_water'),
(60, 206.39999999999998, 0, 'dark_water'),
(90, 206.39999999999998, 0, 'dark_water'),
(120, 206.39999999999998, 0, 'dark_water'),
(150, 206.39999999999998, 0, 'dark_water'),
(180, 206.39999999999998, 0, 'dark_water'),
(15.0, 215.0, 0, 'dark_water'),
(45.0, 215.0, 0, 'dark_water'),
(75.0, 215.0, 0, 'dark_water'),
(105.0, 215.0, 0, 'dark_water'),
(135.0, 215.0, 0, 'dark_water'),
(165.0, 215.0, 0, 'dark_water'),
(195.0, 215.0, 0, 'dark_water'),
