(0, 0.0, 0, 'dark_water'),
(105, 0.0, 0, 'dark_water'),
(210, 0.0, 0, 'dark_water'),
(315, 0.0, 0, 'dark_water'),
(420, 0.0, 0, 'dark_water'),
(525, 0.0, 0, 'dark_water'),
(630, 0.0, 0, 'dark_water'),
(735, 0.0, 0, 'dark_water'),
(840, 0.0, 0, 'dark_water'),
(945, 0.0, 0, 'dark_water'),
(1050, 0.0, 0, 'dark_water'),
(1155, 0.0, 0, 'dark_water'),
(1260, 0.0, 0, 'dark_water'),
(1365, 0.0, 0, 'dark_water'),
(1470, 0.0, 0, 'dark_water'),
(1575, 0.0, 0, 'dark_water'),
(1680, 0.0, 0, 'dark_water'),
(52.5, 30.099999999999998, 0, 'dark_water'),
(157.5, 30.099999999999998, 0, 'dark_water'),
(262.5, 30.099999999999998, 0, 'dark_water'),
(367.5, 30.099999999999998, 0, 'dark_water'),
(472.5, 30.099999999999998, 0, 'dark_water'),
(577.5, 30.099999999999998, 0, 'dark_water'),
(682.5, 30.099999999999998, 0, 'dark_water'),
(787.5, 30.099999999999998, 0, 'dark_water'),
(892.5, 30.099999999999998, 0, 'dark_water'),
(997.5, 30.099999999999998, 0, 'dark_water'),
(1102.5, 30.099999999999998, 0, 'dark_water'),
(1207.5, 30.099999999999998, 0, 'dark_water'),
(1312.5, 30.099999999999998, 0, 'dark_water'),
(1417.5, 30.099999999999998, 0, 'dark_water'),
(1522.5, 30.099999999999998, 0, 'dark_water'),
(1627.5, 30.099999999999998, 0, 'dark_water'),
(1732.5, 30.099999999999998, 0, 'dark_water'),
(0, 60.199999999999996, 0, 'dark_water'),
(105, 60.199999999999996, 0, 'dark_water'),
(210, 60.199999999999996, 0, 'dark_water'),
(315, 60.199999999999996, 0, 'dark_water'),
(420, 60.199999999999996, 0, 'dark_water'),
(525, 60.199999999999996, 0, 'dark_water'),
(630, 60.199999999999996, 0, 'dark_water'),
(735, 60.199999999999996, 0, 'dark_water'),
(840, 60.199999999999996, 3.708028793334961, 'dark_water'),
(945, 60.199999999999996, 0, 'dark_water'),
(1050, 60.199999999999996, 0, 'dark_water'),
(1155, 60.199999999999996, 0, 'dark_water'),
(1260, 60.199999999999996, 0, 'dark_water'),
(1365, 60.199999999999996, 0, 'dark_water'),
(1470, 60.199999999999996, 0, 'dark_water'),
(1575, 60.199999999999996, 0, 'dark_water'),
(1680, 60.199999999999996, 0, 'dark_water'),
(52.5, 90.3, 0, 'dark_water'),
(157.5, 90.3, 0, 'dark_water'),
(262.5, 90.3, 0, 'dark_water'),
(367.5, 90.3, 0, 'dark_water'),
(472.5, 90.3, 0, 'dark_water'),
(577.5, 90.3, 0, 'dark_water'),
(682.5, 90.3, 2.587895393371582, 'dark_water'),
(787.5, 90.3, 7.9195404052734375, 'dark_water'),
(892.5, 90.3, 22.62612819671631, 'sand'),
(997.5, 90.3, 0, 'dark_water'),
(1102.5, 90.3, 7.614562511444092, 'dark_water'),
(1207.5, 90.3, 0, 'dark_water'),
(1312.5, 90.3, 0, 'dark_water'),
(1417.5, 90.3, 0, 'dark_water'),
(1522.5, 90.3, 0, 'dark_water'),
(1627.5, 90.3, 0, 'dark_water'),
(1732.5, 90.3, 0, 'dark_water'),
(0, 120.39999999999999, 0, 'dark_water'),
(105, 120.39999999999999, 0, 'dark_water'),
(210, 120.39999999999999, 0, 'dark_water'),
(315, 120.39999999999999, 0, 'dark_water'),
(420, 120.39999999999999, 0, 'dark_water'),
(525, 120.39999999999999, 0, 'dark_water'),
(630, 120.39999999999999, 0, 'dark_water'),
